id,FailureModes.Description,Platforms.Name as Platfrom,Components.Name as Component,SubComponents.Name as SubComponent,FailureModes.Functionality
733,User not able to save modified value,C2C3,Program Executor,Flow Calibration,Saving of MFC calibrated data
734,Particular MFC of particular Gas Type is not in group with Same Gas type with other MFCs,C2C3,Program Executor,Flow Calibration,Multi MFC calibration 
735,Some of the MFCs are missing in Multiple MFC calibration screen,C2C3,UI,Flow Calibration,Display of Multi MFC calibration screen
736,Incompatible MFCs are calibrrated without execution Full Flush,C2C3,Program Executor,Flow Calibration,Calibration of Multiple MFCs
738,Database creation failure,C2C3,AthenaKB,Install,PostgreSQL database creation during Athena installation
739,Athena uninstallation does not remove PostgreSQL,C2C3,AthenaKB,Install,Uninstalling PostgreSQL during Athena uninstallation
740,Athena cannot store and fetch raw data from PostgreSQL,C2C3,AthenaKB,Athena Database,Access permissions to store / retrieve data on PostgreSQL
741,Athena cannot store data as tag was not created on the PostGreSQL database,C2C3,AthenaKB,Athena Database,Creating table for each tag (when enabled from the dataserver UI or during first time of LDIF creation on Dataserver) on PostGreSQL
742,Time sync issues causing device updates having wrong time value pairs,C2C3,AthenaKB,Athena Database,PostGreSQL - Data inserting to table during time conflicts
743,Athena cannot store and fetch raw data if database selection is wrong. Example : Trying to read from ECHO DB when PostGRESQL is installed and vice versa,C2C3,AthenaKB,DxToolServer,Picking right database for data archival and retrieval.
744,Unable to archive data to database as disk drive is full,C2C3,AthenaKB,Athena Database,Data archival in PostGreDB
745,Unable to communicate with PostGreSQL to list tags in dxConfig,C2C3,AthenaKB,Utilities,DxConfig - List all tags when launched
746,Unable to communicate with PostGreSQL to delete tags in dxConfig,C2C3,AthenaKB,Utilities,DxConfig - Delete the tag
747,High latency in fetching data for real time VID trend and Process monitoring resulting in incorrect data plotting and wrong excursions,C2C3,AthenaKB,DxWriteInterface,Real time VID trend and Process monitoring
748,Manifold A MFCs outlet valves remain closed even when gases are being flowed at PosA sub-step.,C2C3,Module mainL,IOC,IOC sequence 
749,"Manifold A MFCs flow gases at the same rate in PosA sub-step , as that in LCD and Dep sub-step.",C2C3,Module mainL,IOC,IOC sequence 
750,PreA/SDT MFCs are added to IOC sequence,C2C3,Module mainL,IOC,IOC sequence 
751,PreA/SDT Valves are added to IOC sequence,C2C3,Module mainL,IOC,IOC sequence 
752,Both MA Upper valve and the divert valve are open. ,C2C3,Program,Program Execution,Opening and closing of valves.
753,"ManifoldA MFC valves are open, but MA Upper valve is closed. ",C2C3,Program,Program Execution,Opening and closing of valves.
754,Wrong IOC sequence generated,C2C3,Program,Program Execution,IOC Sequence.
755,"Parameter mfc1,3,4 and mfcE is set to zero when a flow is needed at PosA",C2C3,Program,Program Execution,Setting MFC flow during PosA.
756,"Parameter mfc1,3,4 and mfcE is set to non zero, when a flow is not  needed at PosA",C2C3,Program,Program Execution,Setting MFC flow during PosA.
757,MFC outlet valve is closed even when there is a flow at PosA sub-step.,C2C3,Program,Program Execution,Opening and closing of valves.
758,MFC outlet valve is open even when there is no flow at PosA sub-step.,C2C3,Program,Program Execution,Opening and closing of valves.
759,SDT comp feature in IOC step broken,C2C3,Program,Program Execution,SDT comp feature.
760,Manifold B performance in PosA step remains changes.,C2C3,Program,Program Execution,Manifold B performance during PosA.
761,Incorrect type of value is forwarded for the parameter.,C2C3,Program Executor,Program Execution,"If a parameter is not present in process program parameter set, of the recipe , then depending upon the parameter type, forwarded value will be -1 or -1.0"
762,Forwarded value is -1,C2C3,Program Executor,Program Execution,"Backward compatibility.If a parameter is not present in recipe, forwarding value for that paramter is set to 0 (range 0 ~999)"
763,Forwarded value is 0,C2C3,Program Executor,Program Execution,"If a parameter is not present in recipe, forwarding value for that paramter is set to -1 (range -1 ~999)"
764,Wafer Cool Delay program executes for 15 sec at FE.,C2C3,Program Executor,Program Execution,FE Wafer Cool Delay program does not execute at FE when CDly is 0.
765,Wafer Cool Delay program executes for 15 sec at FE.,C2C3,Program Executor,Program Execution,FE Wafer Cool Delay program execute for user-given value for CDly.
766,"Checkboxes are not present",C2C3,UI,VG,"Checkboxes for Monitoring LTM health should be present in both LLL and RLL LTM Interface screen"
767,"The valid response is not received for the commands sent",C2C3,Module mainL,EAPI (get/put/exchange),"The LTM Health commands sent recieves a valid response"
768,"The new commands are sent when the LTM robot is busy or in error ",C2C3,Module mainL,EAPI (get/put/exchange),"Sending of new LTM Health commands happen only when LTM is idle"
769,"LTM Health related VIDs not reporting or reporting incorrect values.",C2C3,FA,VID updates and management,LTM Health related VIDs should report the values of the Max FE and Max Current 
770,"Entry in PCM missing",C2C3,Utilities,PCM,LTM Health monitoring checkbox needs to be updated in the PCM 
771,"The new commands sent or their responses are not updated in the serial monitor",C2C3,Devices,LTM,"The LTM commands sent and response received are shown in the serial monitor"
772,"The commands are not sent even when the checkboxes are checked",C2C3,Devices,LTM,"When  checkboxes for LTM Health monitor is enabled  , the health commands need to be sent to the LTM controller"
773,"Migration is not happening for some slots",C2C3,Migrate,Migrate,"Migration of the slots reserved for the LTM Health Monitoring should happen correctly"
774,"Communicaton failure occurs",C2C3,Devices,LTM,communication with the robot firmware and the software should be established
775,"The values of the vids are not updated",C2C3,FA,VID updates and management,"vid values should be updated correctly for each pick and place of the wafer"
776,"No response is received for the commands sent",C2C3,Devices,LTM,"The LTM commands sent should receive a response"
777,"1) Failed to open socket communication.2) Failed to set default values (from parameters) to the hardware.",C2C3,Devices,Power supply,Initialize Power Supply on boot up
778,"1) Alarms are seen when right click methods are executed2) Fail to set values to hardware using right click methods.",C2C3,Devices,Power supply,Successfully execute right click methods for dc bias power supply device 
779,"1) Switch is not installed even though DC Bias power supply is installed2) Switch On Fail3) Switch OFF Fail",C2C3,Devices,Switch,Succesfully switch ON/OFF DC bias power supply relay switch 2D34
780,"1) Missing step condition that executes a DC Bias function on a device object that is not loaded2) Missing parameters used in the program step",C2C3,Program,Program Execution,Boot program execution failure
781,"Failed to execute commands.",C2C3,Devices,Power supply,Execute DC bias commands successfully.
782,"Unable to monitor device setpiont and feedback values.",C2C3,Devices,Power supply,Device setpoint monitoring and erroring out if feedback is beyond given limits.
783,"1)Unable to navigate to the expected screen even after clicking the button/UI section.2)Unable to navigate using navigation tab.",C2C3,UI,VMap,Navigation to other screens 
784,"1) Incorrect values/text shown on the UI.2) Values not updated on UI even when changed internally.",C2C3,UI,VG,Values/Text update on the UI
785,"1) Switch Set doesnot Turn ON the DC DO switch.2) Switch Reset doesnot Turn OFF the DC DO switch.3) Switch Set right click method shows the switch as OFF on the UI.4) Switch Reset right click method shows the switch as ON on the UI.",C2C3,UI,VG,Switch Set/Reset on the UI.
786,"1) Sensor not updated over the status change on the UI.2) Sensor provides incorrect status on the UI.",C2C3,UI,VG,Sensor update on the UI
787,"1) The UI information for the DC Bias Injection screen is not present in the PCM Report.2) The PCM shows different data compared to the UI.",C2C3,UI,PCM,PCM Report 
788,CE Settings not correctly interlocked.,C2C3,UI,Configuration Editor,CE settings Interlock
789,CPM entry for the new Device is missing.,C2C3,UI,CPM,CPM entry for the new Device
790,New parameter values are not updated in Wafer History,C2C3,UI,Wafer History,New parameter values update in Wafer History
791,Newly added command related to DC Bias is not getting executed as part of program abort list execution.,C2C3,Program,Program abort list,Program abort list execution.
792,Newly added command related to DC Bias is not getting executed as part of program error list execution.,C2C3,Program,Program error list,Program error list execution
793,"1) Step Time is insufficient for a step to execute.2) Incorrect step timeout.",C2C3,Program,Step timing,Step timing 
794,"1) DC is turned ON before the RF is OFF.2) DC is turned ON immeditaely after the RF is OFF.",C2C3,Program,Sequence,Command execution sequence.
795,DC is NOT turned ON after RF is off.,C2C3,Program,Sequence,Command Execution Sequence
796,DC Bias Injection is turned on in between the deposition.,C2C3,Program,Sequence,Command Execution Sequence 
797,DC Bias Injection DO remains ON after wafer indexing completes.,C2C3,Program,Sequence,Sequence to Turn OFF DC Bias Injection.
798,Timer Expiry did not turn ON the DC DO.,C2C3,Module mainL,Device,Turn ON the DC DO.
799,Timer Expiry did not Turn OFF the DC DO.,C2C3,Module mainL,Device,Turn OFF DC DO.
800,Program Execution skips DC Injection related step even when the CE settings has the DC Bias Injection installed.,C2C3,Program Executor,Program Execution,Program Execution
